InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541398,50069,PARTY BUNTING,9,2025-10-28,36.12,10637,United Kingdom
541398,65368,REGENCY CAKESTAND 3 TIER,15,2025-10-28,21.9,10637,United Kingdom
541398,79905,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-28,10.61,10637,United Kingdom
537078,46692,JUMBO BAG RED RETROSPOT,14,2025-10-28,12.11,10108,France
541398,77668,ASSORTED COLOUR BIRD ORNAMENT,11,2025-10-28,31.05,10637,United Kingdom
537606,83787,PARTY BUNTING,10,2025-10-28,5.06,10176,Germany
537606,23857,REGENCY CAKESTAND 3 TIER,15,2025-10-28,26.15,10176,Germany
541398,15436,REGENCY CAKESTAND 3 TIER,14,2025-10-28,52.61,10637,United Kingdom
537078,10578,POSTAGE,15,2025-10-28,47.36,10108,France
541810,73653,ASSORTED COLOUR BIRD ORNAMENT,4,2025-10-28,11.68,10681,Netherlands
541067,55392,POSTAGE,2,2025-10-28,13.66,10597,Netherlands
540957,45964,POSTAGE,7,2025-10-28,28.27,10578,Spain
540667,80630,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-10-28,22.61,10540,Australia
540667,18154,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-10-28,7.64,10540,Australia
540667,17667,JUMBO BAG RED RETROSPOT,12,2025-10-28,32.28,10540,Australia
540667,89498,LUNCH BAG BLACK SKULL,13,2025-10-28,24.41,10540,Australia
537397,41766,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-28,27.69,10152,United Kingdom
536110,69168,POSTAGE,7,2025-10-28,15.94,10008,France
536110,33202,JUMBO BAG RED RETROSPOT,6,2025-10-28,34.3,10008,France
536109,64559,SET OF 3 CAKE TINS,8,2025-10-28,17.01,10008,France
536109,78632,SET OF 3 CAKE TINS,4,2025-10-28,29.03,10008,France
536109,99706,POSTAGE,17,2025-10-28,42.25,10008,France
539555,33640,LUNCH BAG BLACK SKULL,15,2025-10-28,18.95,10400,Germany
536109,46254,ASSORTED COLOUR BIRD ORNAMENT,6,2025-10-28,17.21,10008,France
541888,93338,PARTY BUNTING,4,2025-10-28,3.51,10691,Spain
537068,82711,ASSORTED COLOUR BIRD ORNAMENT,4,2025-10-28,35.82,10108,France
540957,43448,LUNCH BAG BLACK SKULL,16,2025-10-28,28.42,10578,Spain
541398,12372,JUMBO BAG RED RETROSPOT,12,2025-10-28,30.62,10637,United Kingdom
539853,82336,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-10-28,25.49,10439,France
536720,72253,LUNCH BAG BLACK SKULL,9,2025-10-28,18.54,10078,Australia
541694,99885,POSTAGE,14,2025-10-28,28.97,10669,Spain
541694,81355,ASSORTED COLOUR BIRD ORNAMENT,4,2025-10-28,22.81,10669,Spain
541694,79077,WHITE HANGING HEART T-LIGHT HOLDER,16,2025-10-28,4.98,10669,Spain
537987,36805,SET OF 3 CAKE TINS,13,2025-10-28,52.62,10222,Germany
537987,31610,JUMBO BAG RED RETROSPOT,7,2025-10-28,10.09,10222,Germany
537925,64752,ASSORTED COLOUR BIRD ORNAMENT,17,2025-10-28,26.71,10215,Netherlands
541694,65559,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-10-28,25.81,10669,Spain
537987,25759,POSTAGE,7,2025-10-28,34.08,10222,Germany
537987,92904,JUMBO BAG RED RETROSPOT,3,2025-10-28,33.34,10222,Germany
537987,38117,REGENCY CAKESTAND 3 TIER,9,2025-10-28,48.17,10222,Germany
537987,97430,POSTAGE,11,2025-10-28,47.89,10222,Germany
536485,77462,REGENCY CAKESTAND 3 TIER,13,2025-10-28,11.84,10045,United Kingdom
541510,17690,SET OF 3 CAKE TINS,9,2025-10-28,78.91,10650,Germany
539853,61580,REGENCY CAKESTAND 3 TIER,12,2025-10-28,27.03,10439,France
536485,83382,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-10-28,29.55,10045,United Kingdom
538250,82857,LUNCH BAG BLACK SKULL,14,2025-10-28,15.55,10249,Netherlands
536485,34680,LUNCH BAG BLACK SKULL,13,2025-10-28,52.77,10045,United Kingdom
540016,57265,POSTAGE,2,2025-10-28,27.98,10460,Netherlands
540016,24908,ASSORTED COLOUR BIRD ORNAMENT,16,2025-10-28,3.97,10460,Netherlands
539872,68617,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-10-28,20.3,10441,Australia
538061,11548,PARTY BUNTING,6,2025-10-28,21.28,10230,Netherlands
539872,80257,POSTAGE,2,2025-10-28,52.68,10441,Australia
538250,74879,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-10-28,16.92,10249,Netherlands
538645,24605,REGENCY CAKESTAND 3 TIER,14,2025-10-28,20.17,10295,Germany
539872,57574,REGENCY CAKESTAND 3 TIER,9,2025-10-28,49.39,10441,Australia
536485,92466,PARTY BUNTING,16,2025-10-28,34.27,10045,United Kingdom
536720,54343,JUMBO BAG RED RETROSPOT,2,2025-10-28,44.8,10078,Australia
539872,39566,PARTY BUNTING,8,2025-10-28,23.3,10441,Australia
539872,64576,JUMBO BAG RED RETROSPOT,8,2025-10-28,50.47,10441,Australia
538061,31845,ASSORTED COLOUR BIRD ORNAMENT,17,2025-10-28,51.09,10230,Netherlands
538061,92652,ASSORTED COLOUR BIRD ORNAMENT,15,2025-10-28,54.55,10230,Netherlands
538061,38300,LUNCH BAG BLACK SKULL,13,2025-10-28,24.03,10230,Netherlands
538061,64244,ASSORTED COLOUR BIRD ORNAMENT,12,2025-10-28,5.79,10230,Netherlands
539872,45076,PARTY BUNTING,13,2025-10-28,38.09,10441,Australia
536720,46303,ASSORTED COLOUR BIRD ORNAMENT,17,2025-10-28,11.53,10078,Australia
536485,24645,JUMBO BAG RED RETROSPOT,17,2025-10-28,48.4,10045,United Kingdom
536695,77237,LUNCH BAG BLACK SKULL,8,2025-10-28,35.14,10074,Spain
541694,94882,ASSORTED COLOUR BIRD ORNAMENT,13,2025-10-28,14.49,10669,Spain
536695,16428,SET OF 3 CAKE TINS,12,2025-10-28,41.99,10074,Spain
537910,44358,SET OF 3 CAKE TINS,1,2025-10-28,25.28,10212,United Kingdom
537910,18399,JUMBO BAG RED RETROSPOT,16,2025-10-28,7.54,10212,United Kingdom
536485,99927,REGENCY CAKESTAND 3 TIER,6,2025-10-28,14.07,10045,United Kingdom
536695,89716,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-10-28,22.47,10074,Spain
538250,88347,REGENCY CAKESTAND 3 TIER,7,2025-10-28,19.85,10249,Netherlands
537910,78327,JUMBO BAG RED RETROSPOT,7,2025-10-28,22.02,10212,United Kingdom
537910,85557,SET OF 3 CAKE TINS,15,2025-10-28,29.64,10212,United Kingdom
536308,68359,LUNCH BAG BLACK SKULL,15,2025-10-28,28.05,10026,Spain
536347,59407,LUNCH BAG BLACK SKULL,17,2025-10-29,28.45,10031,Spain
541460,78235,PARTY BUNTING,17,2025-10-29,54.06,10641,United Kingdom
541491,82876,ASSORTED COLOUR BIRD ORNAMENT,3,2025-10-29,32.59,10647,Australia
541491,35928,REGENCY CAKESTAND 3 TIER,9,2025-10-29,27.96,10647,Australia
538635,80786,REGENCY CAKESTAND 3 TIER,2,2025-10-29,4.24,10294,Netherlands
539315,58603,LUNCH BAG BLACK SKULL,13,2025-10-29,14.45,10374,Germany
536347,72876,SET OF 3 CAKE TINS,7,2025-10-29,29.28,10031,Spain
536347,89117,REGENCY CAKESTAND 3 TIER,8,2025-10-29,9.52,10031,Spain
537340,55140,PARTY BUNTING,13,2025-10-29,2.56,10143,Spain
537340,89239,REGENCY CAKESTAND 3 TIER,9,2025-10-29,7.97,10143,Spain
536899,31116,JUMBO BAG RED RETROSPOT,12,2025-10-29,14.79,10089,Netherlands
541460,92882,ASSORTED COLOUR BIRD ORNAMENT,12,2025-10-29,52.76,10641,United Kingdom
538568,48336,SET OF 3 CAKE TINS,14,2025-10-29,75.27,10284,France
538568,26261,JUMBO BAG RED RETROSPOT,2,2025-10-29,115.43,10284,France
541491,64321,PARTY BUNTING,10,2025-10-29,29.52,10647,Australia
536347,87686,ASSORTED COLOUR BIRD ORNAMENT,1,2025-10-29,22.73,10031,Spain
536347,16730,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-10-29,5.08,10031,Spain
536207,50702,REGENCY CAKESTAND 3 TIER,2,2025-10-29,5.69,10015,Australia
536207,51088,POSTAGE,6,2025-10-29,24.7,10015,Australia
540383,57652,ASSORTED COLOUR BIRD ORNAMENT,8,2025-10-29,34.26,10504,Spain
540383,74812,ASSORTED COLOUR BIRD ORNAMENT,11,2025-10-29,17.98,10504,Spain
538845,81540,ASSORTED COLOUR BIRD ORNAMENT,8,2025-10-29,9.95,10317,Australia
540590,52570,SET OF 3 CAKE TINS,10,2025-10-29,23.74,10528,Netherlands
540590,99135,SET OF 3 CAKE TINS,15,2025-10-29,4.62,10528,Netherlands
540590,42063,SET OF 3 CAKE TINS,14,2025-10-29,5.08,10528,Netherlands
541602,54951,ASSORTED COLOUR BIRD ORNAMENT,12,2025-10-29,25.18,10661,Australia
539473,88937,ASSORTED COLOUR BIRD ORNAMENT,6,2025-10-29,43.98,10391,France
536123,26527,ASSORTED COLOUR BIRD ORNAMENT,8,2025-10-29,15.57,10009,Spain
540910,56405,JUMBO BAG RED RETROSPOT,16,2025-10-29,38.18,10573,Spain
540910,95535,WHITE HANGING HEART T-LIGHT HOLDER,16,2025-10-29,53.28,10573,Spain
541491,41042,POSTAGE,6,2025-10-29,27.71,10647,Australia
540465,33904,ASSORTED COLOUR BIRD ORNAMENT,5,2025-10-29,5.5,10512,France
539076,46019,SET OF 3 CAKE TINS,12,2025-10-29,27.44,10338,France
539076,32507,JUMBO BAG RED RETROSPOT,16,2025-10-29,34.92,10338,France
536207,43634,POSTAGE,6,2025-10-29,37.57,10015,Australia
541402,45125,ASSORTED COLOUR BIRD ORNAMENT,7,2025-10-29,50.19,10637,United Kingdom
536207,86218,LUNCH BAG BLACK SKULL,14,2025-10-29,23.89,10015,Australia
538568,88658,REGENCY CAKESTAND 3 TIER,10,2025-10-29,37.8,10284,France
540590,87779,LUNCH BAG BLACK SKULL,5,2025-10-29,32.09,10528,Netherlands
541402,81553,REGENCY CAKESTAND 3 TIER,13,2025-10-29,11.43,10637,United Kingdom
541854,96296,REGENCY CAKESTAND 3 TIER,14,2025-10-29,18.66,10687,Germany
539270,98228,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-10-29,21.9,10366,Australia
536899,95286,ASSORTED COLOUR BIRD ORNAMENT,6,2025-10-29,10.65,10089,Netherlands
538635,92664,POSTAGE,11,2025-10-29,18.96,10294,Netherlands
539270,68964,JUMBO BAG RED RETROSPOT,4,2025-10-29,22.59,10366,Australia
538635,81627,POSTAGE,13,2025-10-29,26.54,10294,Netherlands
536756,65618,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-29,26.97,10080,Germany
539604,32401,SET OF 3 CAKE TINS,13,2025-10-29,49.06,10404,Germany
536976,55059,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-10-29,9.41,10097,Australia
536976,90054,POSTAGE,8,2025-10-29,30.19,10097,Australia
536976,24674,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-29,24.55,10097,Australia
539604,13058,SET OF 3 CAKE TINS,17,2025-10-29,49.21,10404,Germany
539604,96585,JUMBO BAG RED RETROSPOT,5,2025-10-29,14.87,10404,Germany
539604,33626,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-10-29,22.94,10404,Germany
536123,97802,PARTY BUNTING,17,2025-10-29,30.93,10009,Spain
541402,27746,JUMBO BAG RED RETROSPOT,9,2025-10-29,29.72,10637,United Kingdom
536899,88184,PARTY BUNTING,7,2025-10-29,29.03,10089,Netherlands
536756,13183,LUNCH BAG BLACK SKULL,17,2025-10-29,54.23,10080,Germany
541854,41370,LUNCH BAG BLACK SKULL,1,2025-10-29,36.71,10687,Germany
538635,84628,ASSORTED COLOUR BIRD ORNAMENT,12,2025-10-29,21.38,10294,Netherlands
541854,25736,SET OF 3 CAKE TINS,14,2025-10-29,6.63,10687,Germany
536756,46399,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-10-29,35.0,10080,Germany
536756,83005,ASSORTED COLOUR BIRD ORNAMENT,1,2025-10-29,35.81,10080,Germany
541402,87540,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-10-29,9.61,10637,United Kingdom
536756,93017,POSTAGE,7,2025-10-29,50.29,10080,Germany
541854,45135,LUNCH BAG BLACK SKULL,9,2025-10-29,2.54,10687,Germany
536756,56878,SET OF 3 CAKE TINS,16,2025-10-29,19.96,10080,Germany
538568,52765,PARTY BUNTING,7,2025-10-29,68.28,10284,France
538568,66151,SET OF 3 CAKE TINS,10,2025-10-29,36.67,10284,France
540590,38390,ASSORTED COLOUR BIRD ORNAMENT,5,2025-10-29,8.2,10528,Netherlands
538015,76715,LUNCH BAG BLACK SKULL,12,2025-10-30,64.65,10224,France
536454,62565,SET OF 3 CAKE TINS,12,2025-10-30,7.25,10043,Spain
538015,92153,SET OF 3 CAKE TINS,14,2025-10-30,88.93,10224,France
536696,64597,POSTAGE,5,2025-10-30,34.73,10074,Spain
536039,86150,SET OF 3 CAKE TINS,16,2025-10-30,43.61,10001,United Kingdom
541581,72818,SET OF 3 CAKE TINS,2,2025-10-30,99.61,10659,United Kingdom
540848,42462,JUMBO BAG RED RETROSPOT,15,2025-10-30,12.03,10567,Australia
537022,11356,PARTY BUNTING,8,2025-10-30,38.8,10106,Netherlands
537022,10763,PARTY BUNTING,14,2025-10-30,7.81,10106,Netherlands
536039,35901,POSTAGE,14,2025-10-30,16.93,10001,United Kingdom
541109,23455,REGENCY CAKESTAND 3 TIER,10,2025-10-30,18.44,10600,France
541109,20584,POSTAGE,9,2025-10-30,54.14,10600,France
541109,21065,REGENCY CAKESTAND 3 TIER,5,2025-10-30,40.05,10600,France
537022,28644,ASSORTED COLOUR BIRD ORNAMENT,3,2025-10-30,30.93,10106,Netherlands
537022,84284,ASSORTED COLOUR BIRD ORNAMENT,7,2025-10-30,21.08,10106,Netherlands
536039,72762,LUNCH BAG BLACK SKULL,4,2025-10-30,11.25,10001,United Kingdom
537022,90720,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-10-30,7.31,10106,Netherlands
541109,10639,SET OF 3 CAKE TINS,3,2025-10-30,42.49,10600,France
541581,85458,REGENCY CAKESTAND 3 TIER,8,2025-10-30,60.96,10659,United Kingdom
537747,93321,SET OF 3 CAKE TINS,15,2025-10-30,36.14,10191,Netherlands
537747,65568,SET OF 3 CAKE TINS,9,2025-10-30,20.11,10191,Netherlands
541098,78798,LUNCH BAG BLACK SKULL,4,2025-10-30,9.84,10599,Germany
541098,30130,PARTY BUNTING,1,2025-10-30,7.07,10599,Germany
537747,49769,POSTAGE,4,2025-10-30,34.2,10191,Netherlands
540848,87881,JUMBO BAG RED RETROSPOT,3,2025-10-30,20.34,10567,Australia
536039,15150,ASSORTED COLOUR BIRD ORNAMENT,5,2025-10-30,45.05,10001,United Kingdom
538015,71215,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-10-30,116.44,10224,France
541581,64918,ASSORTED COLOUR BIRD ORNAMENT,11,2025-10-30,76.1,10659,United Kingdom
536454,71224,REGENCY CAKESTAND 3 TIER,9,2025-10-30,21.71,10043,Spain
540848,38400,LUNCH BAG BLACK SKULL,2,2025-10-30,19.43,10567,Australia
538990,54199,REGENCY CAKESTAND 3 TIER,10,2025-10-30,9.45,10330,Germany
536039,77066,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-10-30,36.5,10001,United Kingdom
536039,85417,PARTY BUNTING,14,2025-10-30,7.01,10001,United Kingdom
538678,64769,SET OF 3 CAKE TINS,2,2025-10-30,66.0,10297,Spain
541098,80068,JUMBO BAG RED RETROSPOT,6,2025-10-30,8.66,10599,Germany
541098,24971,REGENCY CAKESTAND 3 TIER,8,2025-10-30,32.79,10599,Germany
541236,20968,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-10-30,24.0,10615,United Kingdom
541236,83454,SET OF 3 CAKE TINS,15,2025-10-30,12.93,10615,United Kingdom
539059,34267,JUMBO BAG RED RETROSPOT,2,2025-10-30,53.11,10336,United Kingdom
536600,83745,SET OF 3 CAKE TINS,9,2025-10-30,29.15,10057,United Kingdom
536600,20263,ASSORTED COLOUR BIRD ORNAMENT,15,2025-10-30,4.47,10057,United Kingdom
541098,15187,PARTY BUNTING,7,2025-10-30,11.55,10599,Germany
540965,62793,REGENCY CAKESTAND 3 TIER,16,2025-10-30,24.87,10579,United Kingdom
540965,96480,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-10-30,27.62,10579,United Kingdom
540965,98385,PARTY BUNTING,2,2025-10-30,21.19,10579,United Kingdom
541497,31866,REGENCY CAKESTAND 3 TIER,17,2025-10-30,14.09,10648,Netherlands
541497,42474,SET OF 3 CAKE TINS,16,2025-10-30,18.97,10648,Netherlands
540029,63041,LUNCH BAG BLACK SKULL,15,2025-10-30,22.27,10463,France
537008,30245,ASSORTED COLOUR BIRD ORNAMENT,3,2025-10-30,15.67,10104,Australia
539031,41414,PARTY BUNTING,10,2025-10-30,72.05,10334,Spain
539031,74117,ASSORTED COLOUR BIRD ORNAMENT,2,2025-10-30,84.6,10334,Spain
539031,72667,REGENCY CAKESTAND 3 TIER,4,2025-10-30,39.28,10334,Spain
539031,11115,SET OF 3 CAKE TINS,4,2025-10-30,70.24,10334,Spain
541497,98874,REGENCY CAKESTAND 3 TIER,2,2025-10-30,32.39,10648,Netherlands
541127,94789,SET OF 3 CAKE TINS,14,2025-10-30,34.46,10600,France
541127,14273,REGENCY CAKESTAND 3 TIER,15,2025-10-30,37.26,10600,France
541127,96534,POSTAGE,16,2025-10-30,37.52,10600,France
538678,76885,ASSORTED COLOUR BIRD ORNAMENT,4,2025-10-30,55.83,10297,Spain
541127,99186,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-10-30,12.81,10600,France
541127,93651,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-10-30,49.86,10600,France
537008,13298,PARTY BUNTING,8,2025-10-30,12.72,10104,Australia
541236,25781,POSTAGE,3,2025-10-30,19.98,10615,United Kingdom
541109,29457,REGENCY CAKESTAND 3 TIER,10,2025-10-30,19.47,10600,France
539059,77783,LUNCH BAG BLACK SKULL,5,2025-10-30,37.57,10336,United Kingdom
539059,53856,REGENCY CAKESTAND 3 TIER,2,2025-10-30,9.61,10336,United Kingdom
540012,84096,SET OF 3 CAKE TINS,12,2025-10-30,14.16,10460,Netherlands
541098,65905,ASSORTED COLOUR BIRD ORNAMENT,17,2025-10-30,16.55,10599,Germany
540911,99015,PARTY BUNTING,13,2025-10-30,41.95,10573,Spain
540012,10817,SET OF 3 CAKE TINS,10,2025-10-30,11.42,10460,Netherlands
540911,20684,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-10-30,52.91,10573,Spain
540911,83709,POSTAGE,10,2025-10-30,51.84,10573,Spain
538916,63270,REGENCY CAKESTAND 3 TIER,13,2025-10-30,29.85,10324,Netherlands
538916,28250,JUMBO BAG RED RETROSPOT,6,2025-10-30,13.94,10324,Netherlands
538916,85171,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-30,47.12,10324,Netherlands
539059,50162,ASSORTED COLOUR BIRD ORNAMENT,17,2025-10-30,11.71,10336,United Kingdom
540012,76657,REGENCY CAKESTAND 3 TIER,3,2025-10-30,17.57,10460,Netherlands
539059,10317,ASSORTED COLOUR BIRD ORNAMENT,13,2025-10-30,22.69,10336,United Kingdom
536662,63813,PARTY BUNTING,3,2025-10-30,28.44,10068,United Kingdom
540012,59262,LUNCH BAG BLACK SKULL,11,2025-10-30,8.78,10460,Netherlands
541109,79109,POSTAGE,16,2025-10-30,8.25,10600,France
537411,80487,POSTAGE,12,2025-10-31,31.58,10154,France
537411,40834,LUNCH BAG BLACK SKULL,8,2025-10-31,25.6,10154,France
541050,73366,REGENCY CAKESTAND 3 TIER,17,2025-10-31,10.43,10594,Spain
538640,61029,POSTAGE,8,2025-10-31,38.73,10295,Germany
539937,18124,JUMBO BAG RED RETROSPOT,17,2025-10-31,17.19,10448,Netherlands
541050,89992,SET OF 3 CAKE TINS,16,2025-10-31,24.57,10594,Spain
541050,69498,POSTAGE,15,2025-10-31,17.36,10594,Spain
540609,85303,SET OF 3 CAKE TINS,16,2025-10-31,55.72,10532,Germany
539696,15432,ASSORTED COLOUR BIRD ORNAMENT,13,2025-10-31,88.15,10416,Australia
539749,18424,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-31,45.26,10422,Germany
537795,54731,REGENCY CAKESTAND 3 TIER,2,2025-10-31,51.36,10196,Germany
539696,45248,POSTAGE,5,2025-10-31,28.22,10416,Australia
540632,10372,PARTY BUNTING,1,2025-10-31,47.21,10536,Australia
536530,10288,JUMBO BAG RED RETROSPOT,11,2025-10-31,89.02,10050,Australia
540632,96005,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-10-31,76.15,10536,Australia
537411,86673,LUNCH BAG BLACK SKULL,9,2025-10-31,13.47,10154,France
539696,45091,JUMBO BAG RED RETROSPOT,10,2025-10-31,93.75,10416,Australia
537795,37970,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-31,31.89,10196,Germany
537795,53408,LUNCH BAG BLACK SKULL,9,2025-10-31,26.65,10196,Germany
536322,59808,REGENCY CAKESTAND 3 TIER,5,2025-10-31,91.49,10029,Germany
540632,99251,ASSORTED COLOUR BIRD ORNAMENT,15,2025-10-31,51.24,10536,Australia
536530,59662,PARTY BUNTING,9,2025-10-31,87.5,10050,Australia
537795,19136,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-10-31,9.72,10196,Germany
540632,55017,JUMBO BAG RED RETROSPOT,5,2025-10-31,94.66,10536,Australia
541050,97545,SET OF 3 CAKE TINS,7,2025-10-31,28.22,10594,Spain
541050,17758,JUMBO BAG RED RETROSPOT,13,2025-10-31,6.65,10594,Spain
539696,91930,REGENCY CAKESTAND 3 TIER,8,2025-10-31,29.11,10416,Australia
537696,37650,WHITE HANGING HEART T-LIGHT HOLDER,16,2025-10-31,35.78,10185,France
537696,30735,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-10-31,38.5,10185,France
537696,96478,LUNCH BAG BLACK SKULL,8,2025-10-31,39.43,10185,France
537696,29046,PARTY BUNTING,17,2025-10-31,38.79,10185,France
541183,27185,POSTAGE,5,2025-10-31,89.04,10608,Netherlands
538587,30859,REGENCY CAKESTAND 3 TIER,12,2025-10-31,48.84,10290,Germany
538587,77172,PARTY BUNTING,15,2025-10-31,19.73,10290,Germany
538587,16542,ASSORTED COLOUR BIRD ORNAMENT,13,2025-10-31,5.47,10290,Germany
536896,23150,SET OF 3 CAKE TINS,3,2025-10-31,18.71,10089,Netherlands
536343,43496,PARTY BUNTING,12,2025-10-31,11.75,10030,United Kingdom
536343,90342,POSTAGE,1,2025-10-31,6.82,10030,United Kingdom
539128,59743,ASSORTED COLOUR BIRD ORNAMENT,10,2025-10-31,37.39,10347,Netherlands
539128,15410,REGENCY CAKESTAND 3 TIER,5,2025-10-31,14.88,10347,Netherlands
539128,88673,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-10-31,26.35,10347,Netherlands
539128,46887,PARTY BUNTING,16,2025-10-31,45.81,10347,Netherlands
537696,77695,LUNCH BAG BLACK SKULL,4,2025-10-31,6.91,10185,France
536896,94359,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-10-31,23.3,10089,Netherlands
536530,21016,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-31,89.12,10050,Australia
537990,77789,JUMBO BAG RED RETROSPOT,11,2025-10-31,46.51,10222,Germany
536530,57742,JUMBO BAG RED RETROSPOT,13,2025-10-31,110.02,10050,Australia
536530,28717,SET OF 3 CAKE TINS,10,2025-10-31,82.8,10050,Australia
536896,14300,POSTAGE,13,2025-10-31,22.15,10089,Netherlands
538587,45747,LUNCH BAG BLACK SKULL,7,2025-10-31,13.96,10290,Germany
537990,99502,JUMBO BAG RED RETROSPOT,2,2025-10-31,19.5,10222,Germany
537990,70559,LUNCH BAG BLACK SKULL,3,2025-10-31,31.36,10222,Germany
536896,80312,REGENCY CAKESTAND 3 TIER,1,2025-10-31,18.99,10089,Netherlands
539890,51311,POSTAGE,13,2025-10-31,5.66,10442,France
537990,47505,POSTAGE,9,2025-10-31,40.55,10222,Germany
536530,39661,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-10-31,107.29,10050,Australia
537990,30647,LUNCH BAG BLACK SKULL,5,2025-10-31,12.15,10222,Germany
537977,74066,REGENCY CAKESTAND 3 TIER,14,2025-11-01,11.05,10220,United Kingdom
541081,83610,REGENCY CAKESTAND 3 TIER,3,2025-11-01,24.22,10597,Netherlands
539734,45719,POSTAGE,17,2025-11-01,5.66,10422,Germany
537977,30541,PARTY BUNTING,10,2025-11-01,36.82,10220,United Kingdom
541081,58450,REGENCY CAKESTAND 3 TIER,8,2025-11-01,32.27,10597,Netherlands
541081,54825,JUMBO BAG RED RETROSPOT,12,2025-11-01,35.43,10597,Netherlands
541081,86074,JUMBO BAG RED RETROSPOT,7,2025-11-01,24.09,10597,Netherlands
539685,11581,LUNCH BAG BLACK SKULL,14,2025-11-01,44.51,10415,Germany
539734,85361,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-11-01,15.55,10422,Germany
539734,73319,PARTY BUNTING,6,2025-11-01,14.94,10422,Germany
537977,77917,ASSORTED COLOUR BIRD ORNAMENT,15,2025-11-01,6.59,10220,United Kingdom
537977,35282,POSTAGE,6,2025-11-01,23.84,10220,United Kingdom
537977,91113,JUMBO BAG RED RETROSPOT,11,2025-11-01,52.72,10220,United Kingdom
536591,65134,JUMBO BAG RED RETROSPOT,7,2025-11-01,11.32,10055,Spain
536591,61066,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-11-01,14.94,10055,Spain
539734,99797,ASSORTED COLOUR BIRD ORNAMENT,12,2025-11-01,20.55,10422,Germany
541081,48458,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-11-01,53.61,10597,Netherlands
541596,35288,ASSORTED COLOUR BIRD ORNAMENT,16,2025-11-01,44.88,10661,Australia
539544,98843,JUMBO BAG RED RETROSPOT,10,2025-11-01,45.2,10400,Germany
539544,91573,SET OF 3 CAKE TINS,16,2025-11-01,11.8,10400,Germany
537977,11402,JUMBO BAG RED RETROSPOT,11,2025-11-01,23.59,10220,United Kingdom
536792,48112,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-11-01,50.54,10082,United Kingdom
539685,84016,SET OF 3 CAKE TINS,5,2025-11-01,36.22,10415,Germany
541700,74765,WHITE HANGING HEART T-LIGHT HOLDER,17,2025-11-01,48.53,10670,Spain
540697,23365,JUMBO BAG RED RETROSPOT,9,2025-11-01,6.36,10545,Australia
538110,27428,POSTAGE,1,2025-11-01,15.01,10235,France
540481,90282,SET OF 3 CAKE TINS,15,2025-11-01,18.99,10516,Netherlands
541389,94960,ASSORTED COLOUR BIRD ORNAMENT,3,2025-11-01,37.67,10636,Germany
541389,91948,JUMBO BAG RED RETROSPOT,3,2025-11-01,40.3,10636,Germany
538666,50793,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-11-01,14.22,10296,Australia
540697,54202,ASSORTED COLOUR BIRD ORNAMENT,17,2025-11-01,21.22,10545,Australia
540697,87835,REGENCY CAKESTAND 3 TIER,11,2025-11-01,27.74,10545,Australia
540697,22746,REGENCY CAKESTAND 3 TIER,13,2025-11-01,7.27,10545,Australia
540697,30627,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-11-01,24.39,10545,Australia
